segment_id,lat,lon,hour_of_day,lighting_score,crime_reports_30d,foot_traffic,sidewalk_present,past_accidents_1y,avg_speed_limit,cctv_present,safety_score,risk_level
SEG103082,23.036262280775404,72.58166964290095,20,2.817555670511702,2,3.3716533680797123,1,1,40,0,52.0,Medium
SEG103083,23.04295054450669,72.5435311111848,22,6.251472134032147,3,9.654378220855813,0,0,40,1,56.6,Medium
SEG103084,23.041852413873436,72.57111785453068,6,4.861125005552842,1,4.549321093266137,1,0,60,1,65.4,Medium
SEG103085,23.017395145745173,72.5791887378093,10,7.287611221416688,2,3.803319411186189,0,1,50,0,53.2,Medium
SEG103086,23.011289291775586,72.57846957648661,11,3.5651169844142725,3,9.442857859054278,0,0,40,1,47.9,Medium
SEG103087,23.024948779815006,72.54765174908536,12,1.308447416093259,4,7.3617548170699765,1,0,50,0,49.8,Medium
SEG103088,23.03007474031323,72.54177276020464,0,8.624354521194542,5,5.47844262653223,1,0,30,0,56.6,Medium
SEG103089,23.05054979203827,72.55132799395444,14,8.280469419646847,2,6.006965578790155,0,2,40,0,61.9,Medium
SEG103090,23.048115273485074,72.56118989122453,0,3.510001871157442,2,9.728105171627746,0,4,50,0,33.6,High
SEG103091,23.0503832082216,72.56729574855913,6,6.903517175119992,2,1.529015499645131,1,0,40,0,60.9,Medium
SEG103092,23.046764431182478,72.58440177355074,7,4.924029062756118,1,3.471254736857703,0,2,40,0,58.0,Medium
SEG103093,23.053051966244,72.5799872248008,16,7.609720971311002,1,4.210163710448123,1,1,30,0,67.9,Medium
SEG103094,23.025602499844297,72.57394978416832,21,3.901323686645124,4,9.846993829516348,1,1,40,1,49.7,Medium
SEG103095,23.00261104235882,72.54712680404128,16,5.356392353912296,4,0.8419409026345293,1,0,40,1,51.3,Medium
SEG103096,23.004595911768167,72.56112723243078,10,0.5781610406474724,1,1.1165112708258496,0,1,60,1,38.1,High
SEG103097,23.021465187797478,72.55180333181832,12,1.7490998158808135,2,4.353703413140745,0,0,20,0,50.6,Medium
SEG103098,23.014172790020016,72.54527033167078,12,7.81765607775103,2,1.69243654684748,0,1,60,0,50.2,Medium
SEG103099,23.009346732524858,72.53066594842493,3,3.8156548217287742,2,6.848301606412988,1,1,20,0,48.6,Medium
SEG103100,23.052426207597975,72.5520650280871,22,0.35105424229590176,2,3.6067753231570254,1,1,50,1,31.3,High
SEG103101,23.010748077362585,72.54664755740146,22,1.6763628571194666,3,8.462074645612848,1,0,40,0,35.0,High
SEG103102,23.052765859977338,72.56717365125284,5,4.115980320856146,1,7.486105492831542,1,2,40,1,58.3,Medium
SEG103103,23.041846136217668,72.53404961506844,2,7.179131070167719,3,4.708067945986484,1,1,60,0,39.8,High
SEG103104,23.035252011966886,72.54758377378616,3,3.6348504180723094,2,8.449793915603385,0,0,40,1,53.0,Medium
SEG103105,23.037181042804917,72.53291001684924,15,7.45185754378869,1,1.0081884498155602,1,1,20,0,61.3,Medium
SEG103106,23.01823108780125,72.57169216379337,0,8.580605872950834,1,5.810990045952281,1,3,40,0,56.4,Medium
SEG103107,23.035553487093207,72.56693232130696,2,3.411366142057126,1,6.0513296680981306,1,3,40,0,35.8,High
SEG103108,23.01026806650547,72.55193620149984,15,8.003755708544254,3,2.460211138297973,1,1,50,1,49.2,Medium
SEG103109,23.05157379878948,72.53957674902831,3,1.2688066593018954,2,0.4962132649027873,0,0,30,0,29.3,High
SEG103110,23.016598633697832,72.59226478912997,1,4.1528352507165955,0,5.35198962463447,0,0,20,1,59.5,Medium
SEG103111,23.014035258176143,72.56798550908026,0,0.9756239628159258,2,5.136770495598508,0,0,30,0,37.1,High
SEG103112,23.039113953900678,72.57414236882718,16,0.5252798879477572,2,6.536117593504925,1,0,40,0,59.1,Medium
SEG103113,23.03610467949364,72.56453766896252,8,0.645273774854469,3,2.1292874092703453,1,0,40,1,41.2,High
SEG103114,23.02482144050888,72.58242466109701,6,1.0475202708163645,0,1.7964336175640183,0,1,60,1,44.3,High
SEG103115,23.034784542907992,72.58826470322063,15,8.357259234163987,3,9.779158893556854,1,2,30,0,68.2,Medium
SEG103116,23.008772118946847,72.55487618533385,4,5.4367712363369005,1,1.1368849528457503,1,0,40,1,60.2,Medium
SEG103117,23.037033056907106,72.57485164529498,12,9.473881877770108,2,9.994085860213124,1,0,80,1,86.8,Low
SEG103118,23.014883588235737,72.54494268649552,11,5.380003013125135,4,7.199767741524204,1,1,30,1,63.4,Medium
SEG103119,23.015005978717205,72.57237057806553,16,6.287113323103868,0,6.293222383102637,0,1,40,1,68.0,Medium
SEG103120,23.008919896421908,72.55594511594848,14,1.8448396114049304,2,3.397834954859773,0,1,80,0,36.3,High
SEG103121,23.018280742426988,72.53044080396108,16,5.405810206337084,2,8.678031028851876,0,2,30,0,63.7,Medium
SEG103122,23.018218808317123,72.59210931144747,5,3.853025488033268,3,9.100616122902087,1,0,40,0,50.2,Medium
SEG103123,23.024979845643625,72.58644870046001,3,9.314353421403702,3,7.218839999938028,1,4,30,0,47.1,Medium
SEG103124,23.01047307275665,72.5489043757725,12,9.33921215781792,3,7.09888579177671,0,1,20,1,78.6,Low
SEG103125,23.010615414488733,72.59485422542514,1,1.98498612502241,3,4.9315463284145284,1,2,50,0,37.4,High
SEG103126,23.029795621441476,72.55061329884617,10,6.201308639383659,1,0.7783486536056072,1,2,30,1,61.8,Medium
SEG103127,23.007088257256875,72.55982487211983,15,6.38175802970978,1,9.990290440445976,0,2,60,1,68.6,Medium
SEG103128,23.037889335439385,72.58533183670134,19,5.625350794580179,1,0.15555381228009368,1,0,40,0,59.9,Medium
SEG103129,23.051917091922444,72.54979876283632,15,1.243297079951493,1,4.9539739938567315,1,0,30,1,64.6,Medium
SEG103130,23.02347375919154,72.55928511848519,23,6.540153188408619,0,3.6713431268785977,0,0,30,1,68.5,Medium
SEG103131,23.049560792223286,72.57326316586301,13,7.9908528492420015,1,7.76132358690223,1,2,60,0,65.1,Medium
SEG103132,23.00540741251192,72.5384803910602,10,3.452260338531301,3,7.35780363808613,0,1,30,1,61.2,Medium
SEG103133,23.00236266950566,72.55745277396497,5,5.145517019441572,0,6.280497074703888,1,1,30,0,54.0,Medium
SEG103134,23.03967528826326,72.55011164592851,16,1.163279463492779,3,0.7473854262237289,1,1,30,1,44.5,High
SEG103135,23.041856186513982,72.57399032988121,19,9.306887114870277,1,2.3684944774097727,1,3,40,0,64.9,Medium
SEG103136,23.046368203253117,72.53883801035393,7,1.0953785317232,1,0.9415842983140399,1,2,30,0,43.9,High
SEG103137,23.003124972311998,72.54512754614156,1,2.0837710666824707,1,9.789763617159522,0,1,60,1,50.1,Medium
SEG103138,23.042729888022624,72.57623945324391,0,2.9847847580003495,1,1.2778289578864277,1,1,20,1,48.7,Medium
SEG103139,23.020709630303813,72.54015458403207,15,8.257902391820219,2,9.671927243174235,0,2,30,1,73.1,Low
SEG103140,23.01668356979752,72.55743125204559,15,7.0065592050235495,5,1.127121724430784,0,2,40,0,26.4,High
SEG103141,23.00951631567388,72.57633724693602,2,0.0701443800310253,1,8.6223034412311,0,2,30,0,36.9,High
SEG103142,23.05478086653064,72.57975544498795,0,1.8356154715941053,3,5.746301747778094,1,0,50,0,39.0,High
SEG103143,23.003501497412536,72.53616727661365,15,7.501511791919018,2,8.31725658603067,0,0,60,0,74.4,Low
SEG103144,23.04548544080344,72.58537971461226,9,4.0383449100081235,3,6.34033958232348,0,4,40,0,31.9,High
SEG103145,23.03517219395198,72.57705819957344,10,0.2621353246725999,2,7.688371671051085,0,2,60,1,41.5,High
SEG103146,23.040429424434404,72.55205414826507,6,9.639168783200248,2,7.308116004642437,0,0,50,1,82.4,Low
SEG103147,23.0391444415957,72.57964718540147,17,1.5123291294056207,0,2.6018697688922474,1,2,30,1,57.1,Medium
SEG103148,23.047213896679025,72.57733942624714,17,5.104666400468276,2,9.350482925037095,0,2,20,1,71.6,Low
SEG103149,23.010108563842085,72.56905792972304,1,2.483160976448434,3,6.4364610422465764,1,0,40,0,39.3,High
SEG103150,23.00004535392591,72.56630127627137,2,7.374693202253596,2,2.0208411857530173,1,1,80,0,43.6,High
SEG103151,23.032919066897378,72.57775572677848,13,7.767260990472881,0,3.060420302873389,0,0,60,1,72.1,Low
SEG103152,23.019462225162783,72.59495189361085,14,3.9722040352489305,1,5.330510071855157,1,3,40,1,58.9,Medium
SEG103153,23.006808303211443,72.56760589620554,3,6.5844962145903185,3,8.818267344941543,0,3,20,1,55.5,Medium
SEG103154,23.010237631475732,72.58256666166454,3,9.090735845464854,4,7.967531199960444,0,1,50,0,38.8,High
SEG103155,23.018246212185257,72.57837779162551,16,8.148091184926063,0,3.0204800671000087,1,0,50,0,83.2,Low
SEG103156,23.00386283539877,72.5856275461322,10,4.148977176449147,3,6.884863122740802,1,1,60,0,52.0,Medium
SEG103157,23.003130226117065,72.59204411598996,2,4.414760538966379,2,0.01656830075574267,1,0,50,0,34.0,High
SEG103158,23.050381444015784,72.54255040848496,14,8.868782740270206,5,3.326410474909488,1,1,20,1,60.7,Medium
SEG103159,23.01716565121445,72.54075487636568,1,0.3437280042634294,2,8.395952241668233,1,0,40,0,41.3,High
SEG103160,23.054022688361048,72.56811286884697,5,0.22811572313826356,1,1.512011979058151,0,3,40,0,15.5,High
SEG103161,23.053040185458173,72.55920417908763,17,2.0579534156502213,0,3.5339526382156206,0,2,40,0,39.8,High
SEG103162,23.007841420527992,72.56709697503975,5,8.276216446853436,3,0.01043317070859695,0,0,40,0,47.4,Medium
SEG103163,23.03932083665929,72.58187277774155,1,1.5321318761720082,3,0.23132726206297027,0,1,60,0,15.6,High
SEG103164,23.03304426890199,72.5905614412032,23,2.852792849483526,2,1.4601899100266524,1,0,50,1,42.9,High
SEG103165,23.037985589020785,72.55713202863791,5,6.290686901401758,2,1.0186305529855477,1,0,20,1,46.9,Medium
SEG103166,23.005290505000797,72.57666562196033,12,1.8424281006138077,1,4.897293437319945,0,1,30,1,48.7,Medium
SEG103167,23.0103708043249,72.5427919472097,19,3.0311634124357347,5,9.000043660908812,0,2,30,1,44.0,High
SEG103168,23.004215126379798,72.56474587670805,23,4.669127271231922,1,0.8464170640283919,1,1,50,0,39.7,High
SEG103169,23.033227381286938,72.53141731055574,19,2.2810928376793815,1,8.69836869516342,1,3,40,1,62.7,Medium
SEG103170,23.0542625091717,72.56274378686365,8,9.924136839779331,3,6.681578383234967,0,2,40,1,52.4,Medium
SEG103171,23.036959149571185,72.56544686984316,20,1.6344601732126784,4,1.6889487542835746,0,1,40,1,28.3,High
SEG103172,23.039091884426206,72.5778039468256,0,8.49937104920253,1,2.897364942035021,0,1,50,0,54.1,Medium
SEG103173,23.05415217728488,72.57221651136345,7,4.700998314987191,1,1.9418348255588735,0,3,20,1,46.7,Medium
SEG103174,23.037290635479447,72.55329578772988,4,1.2912367972018846,4,7.892984567555943,0,0,40,0,30.9,High
SEG103175,23.002209986494567,72.53037250854635,12,1.184861571625806,2,7.251003562718127,1,2,50,1,42.4,High
SEG103176,23.04768530804711,72.5375065817855,21,5.002960560508553,3,3.0440934632766705,0,0,30,0,45.5,Medium
SEG103177,23.020057305970834,72.59324894247864,18,3.535201714692102,2,0.5433432959455675,1,3,30,1,38.9,High
SEG103178,23.00023999918331,72.58995165529049,23,2.346022991129937,0,1.6874075997246774,1,0,50,1,55.2,Medium
SEG103179,23.027897879765845,72.55113105560028,3,9.589391371657488,5,6.298763613261843,0,1,30,1,59.0,Medium
SEG103180,23.051535825048195,72.54682544109505,18,4.633797406331909,2,0.9037280641180334,0,1,40,0,50.0,Medium
SEG103181,23.014153187795724,72.55836705908985,17,9.288109813723276,3,5.364655008424108,1,1,60,0,64.5,Medium
SEG103182,23.027033224517908,72.57484610192479,10,1.6399972606481883,4,6.129290121755426,0,2,20,0,33.0,High
SEG103183,23.00955772882803,72.55319379872277,2,1.8346606723001224,2,6.877536084678802,1,1,60,1,40.4,High
SEG103184,23.003173096941655,72.53437410010253,2,5.960276909424516,2,1.2535574501558233,0,3,30,1,42.0,High
SEG103185,23.00442997206922,72.55618168100888,21,2.6987564261682264,1,4.597058808597849,1,1,40,1,48.2,Medium
SEG103186,23.039985599827876,72.5469382846413,7,1.8493785561126042,3,4.6339662192297375,1,2,30,1,51.5,Medium
SEG103187,23.047524095890818,72.55112045072873,15,0.9468538541331106,1,8.352825969680435,1,0,50,0,65.1,Medium
SEG103188,23.007881436158886,72.54059222097618,22,0.7627067030716383,1,4.687170097023414,0,2,80,0,17.0,High
SEG103189,23.015857521229577,72.57282460451397,11,7.531683854134263,4,4.067957604099625,1,1,30,1,61.8,Medium
SEG103190,23.010726620720465,72.56423101066093,5,2.821631463698165,2,1.2346044905060405,1,0,60,1,45.1,Medium
SEG103191,23.001477067730953,72.5476061026242,11,9.78419153307635,1,6.944643511208031,1,0,50,0,86.3,Low
SEG103192,23.030438725343785,72.56600106128491,5,1.831211274791248,0,6.197894813465856,1,1,80,1,44.4,High
SEG103193,23.03849571935757,72.56202601006586,4,3.544466500238479,1,7.169498503808445,1,1,50,0,46.4,Medium
SEG103194,23.03563326144868,72.58173836567678,19,3.7490861948233345,6,6.562832549671817,0,0,50,1,45.3,Medium
SEG103195,23.021342945101622,72.59213897750712,8,5.001527927368299,3,8.752838277168612,1,1,60,1,61.7,Medium
SEG103196,23.030525563526695,72.5384935830836,16,8.706358689794534,2,8.77346106273028,1,5,50,1,62.9,Medium
SEG103197,23.005175461864994,72.58745437612902,17,8.347702099641873,2,3.076832576878654,1,0,60,0,79.5,Low
SEG103198,23.008486704529748,72.57581180098852,13,0.09956330863795326,2,1.8241205908695113,1,1,30,1,47.4,Medium
SEG103199,23.051248704075412,72.57501598044436,12,4.092550669582627,3,9.264775012975566,1,1,30,1,77.7,Low
SEG103200,23.041882926130093,72.55432955831427,4,8.279367310405819,3,7.130399055829379,1,3,40,0,43.0,High
SEG103201,23.050750650270384,72.55235403270522,12,0.001978078267101946,1,9.709774002148238,0,2,30,0,53.3,Medium
SEG103202,23.050417415647466,72.53036656651346,18,5.336395722182439,4,4.969557036007429,1,0,40,0,63.2,Medium
SEG103203,23.035716593940926,72.59384331685142,4,2.594756213332019,3,9.622433565929096,0,1,60,0,42.9,High
SEG103204,23.05105312564617,72.56942287910425,5,4.127685492421006,2,1.227187939033837,1,1,40,0,43.0,High
SEG103205,23.022918725669534,72.55615136055505,16,4.20304699878808,2,5.903645620131676,1,1,60,1,60.2,Medium
SEG103206,23.00019889346317,72.565344973423,23,3.917544407175144,3,4.967353054662283,0,2,30,1,39.6,High
SEG103207,23.00344141137154,72.53263425721626,9,8.91950122211263,3,0.026449214853327963,1,2,30,1,52.2,Medium
SEG103208,23.006021802913544,72.54128731209396,19,5.364636089695346,3,1.928987146789487,0,2,30,1,52.9,Medium
SEG103209,23.005244439925058,72.57051839512262,4,9.037467238279847,1,1.5347215122333457,0,2,80,0,32.2,High
SEG103210,23.019343631496763,72.56342701242943,13,7.26742407321351,1,0.6080928846155387,0,3,40,0,50.4,Medium
SEG103211,23.038569894391014,72.5811598634903,22,3.5112007097400566,2,9.481490755780426,1,1,60,0,54.1,Medium
SEG103212,23.043485684363027,72.57281827487894,10,4.935636815489549,1,9.653671847711582,1,3,30,1,75.2,Low
SEG103213,23.032461730088954,72.56909331893866,12,3.898585382052917,1,8.917499966067187,0,0,30,0,81.1,Low
SEG103214,23.008053989600633,72.58299227077984,3,8.285742782003215,1,9.88880871473918,1,2,50,1,75.4,Low
SEG103215,23.04113458811815,72.53443710186087,12,1.875978119709637,1,8.306642173676764,0,3,40,0,38.3,High
SEG103216,23.019514105552567,72.57490764176804,14,9.364122822615515,2,9.321810701016938,0,2,40,1,78.5,Low
SEG103217,23.000714634176948,72.57651339636378,23,5.804244942519161,3,1.9763112953357265,1,1,40,0,29.3,High
SEG103218,23.0154323741293,72.5478856307292,4,6.11757953968084,2,2.5688385934068036,0,1,40,1,44.0,High
SEG103219,23.018183030477754,72.54271722637168,8,5.168014002519713,1,8.620660991971365,1,0,60,0,71.9,Low
SEG103220,23.015083504436994,72.54390041090464,15,5.544964770449176,0,4.794637289626071,0,2,30,0,63.4,Medium
SEG103221,23.044652858425316,72.54287915612308,22,6.676754164228271,0,7.169724272834445,1,1,20,1,71.2,Low
SEG103222,23.041795951867673,72.56404584240873,5,6.550352551008597,3,5.619090919649235,1,3,20,0,38.0,High
SEG103223,23.038255361672697,72.53881571023878,16,2.1414708886996427,0,3.056387401023828,1,1,40,0,58.2,Medium
SEG103224,23.007645279318176,72.57285358099226,21,5.82440160873074,3,2.8483484779205726,1,0,50,1,55.1,Medium
SEG103225,23.044430865033846,72.53683008683167,15,3.546264406884425,1,7.4817960159409855,1,2,50,1,62.6,Medium
SEG103226,23.037244677891483,72.53174782662016,10,6.370303058028788,1,5.320951130292901,1,2,80,1,71.9,Low
SEG103227,23.010716072756477,72.55075386575898,5,5.478345802679188,1,3.5938568062279885,1,3,40,0,37.6,High
SEG103228,23.035645166165484,72.54247088204265,6,1.7967993371249258,5,6.170396985239664,1,1,40,0,42.4,High
SEG103229,23.0265931402552,72.59426303360165,1,7.347339175390361,4,4.1993758459039245,1,2,40,1,45.0,Medium
SEG103230,23.02416425340209,72.54969475954012,3,4.570134474794902,5,4.750748432474201,1,2,60,1,25.9,High
SEG103231,23.00616677399098,72.54443416559165,10,5.51441552286137,2,6.779097013480754,0,2,20,0,64.0,Medium
SEG103232,23.028506735171483,72.54279003852744,3,6.726428649248129,3,4.579652019706495,1,0,40,1,53.3,Medium
SEG103233,23.00549624949348,72.55430043881223,0,6.52871773917137,1,9.499406128577494,0,1,40,0,50.1,Medium
SEG103234,23.009033936298984,72.56938017819655,16,7.489288200900446,0,4.851926333121895,0,0,80,1,71.5,Low
SEG103235,23.00729004728511,72.580826442878,1,2.0675172864311744,2,9.618228205224455,0,0,30,0,49.1,Medium
SEG103236,23.05247595534885,72.5536974561033,3,1.1039123373735693,1,8.47688154677447,1,5,20,0,35.3,High
SEG103237,23.015667557974414,72.57068811370279,14,6.691795746743444,1,8.90927361817337,0,1,40,1,70.4,Low
SEG103238,23.01953623779778,72.56133389338817,22,2.3598494666568213,1,7.632753297704018,0,2,40,1,46.0,Medium
SEG103239,23.01771443334628,72.58502219750648,17,1.1460486854982666,8,6.045256409640548,0,1,30,1,26.3,High
SEG103240,23.049403774484798,72.5669877155153,0,1.31237492809408,2,5.326676608744666,0,0,40,0,38.3,High
SEG103241,23.030963125123417,72.54884295867214,4,3.1280012389951404,5,5.516551209349229,0,1,40,1,33.7,High
SEG103242,23.05055379444133,72.57573317171659,17,9.917870480492452,1,2.0145474127643004,0,2,30,1,67.6,Medium
SEG103243,23.016495869820535,72.5833041917215,17,1.57260326687085,0,2.1439487288964587,0,1,40,0,46.2,Medium
SEG103244,23.006315907093757,72.56025364268966,9,2.985365622984678,1,0.3416182824474967,1,1,30,1,57.0,Medium
SEG103245,23.03059201489983,72.59416782052735,22,9.20734151882143,3,7.455603024785848,1,1,50,1,63.5,Medium
SEG103246,23.01900453454845,72.58714129714744,21,9.633080631408026,4,1.2486350596333085,0,0,30,0,38.9,High
SEG103247,23.04410487584199,72.54280205352826,17,2.28843361151518,3,5.8214913132689405,0,1,40,0,40.6,High
SEG103248,23.048368287490142,72.58113913169015,17,8.804526970506576,2,1.3792309845655348,1,1,40,1,66.7,Medium
SEG103249,23.025991543099888,72.56906183088273,18,1.3891794452301365,2,0.6654673145358425,0,2,30,1,31.8,High
SEG103250,23.0534247463247,72.56476273435752,3,7.615364113005157,3,5.335943685477264,1,2,50,0,42.5,High
SEG103251,23.03041571534894,72.56340600812767,16,0.13008160647371536,1,8.73095892789202,0,1,40,0,52.5,Medium
SEG103252,23.014900621636247,72.58547172428085,22,4.0661962924096,3,3.560144351034059,1,2,30,0,32.2,High
SEG103253,23.026893653343937,72.56970673127873,5,2.473352067173882,1,9.192275088126552,0,1,60,1,52.9,Medium
SEG103254,23.00205206608216,72.5649508890285,0,7.040080141591227,1,0.10307138170548069,1,1,60,0,47.7,Medium
SEG103255,23.044220063814468,72.53317589393927,8,0.16056131355184688,4,4.657390083730679,1,1,50,1,26.3,High
SEG103256,23.005578927796993,72.55913968653431,6,4.64901706051533,2,1.4676444108525577,1,3,40,0,32.5,High
SEG103257,23.016981166867666,72.58902270153295,22,6.967290247449353,7,3.157804886681731,1,0,40,0,20.3,High
SEG103258,23.03109241008527,72.5762628874074,10,0.4670487325018291,4,0.23731728199730018,0,1,30,0,21.1,High
SEG103259,23.00236363191058,72.53331200857365,15,8.974001821299723,4,0.3534748720199754,1,2,30,0,47.0,Medium
SEG103260,23.00436242945498,72.58745949833981,23,3.6119740739644888,2,7.1281368701095005,1,0,40,0,54.3,Medium
SEG103261,23.038286399668717,72.5837333693895,18,1.6526583224224256,3,6.545400775318621,1,1,50,1,55.6,Medium
SEG103262,23.003947740118342,72.56553447375202,17,2.254644960304608,3,2.0833545131116784,1,1,40,1,45.1,Medium
SEG103263,23.026239557643606,72.53145635523686,23,3.389059287804632,2,9.01148977458017,1,2,60,1,44.0,High
SEG103264,23.01862825983814,72.56655792517219,16,1.9837510182229212,2,6.879769360319869,0,2,30,0,45.1,Medium
SEG103265,23.012544367437602,72.53354828824521,5,5.105787539152029,3,3.3617310023172053,1,1,30,1,44.2,High
SEG103266,23.0103828393825,72.55082463237643,17,6.3293173649935595,3,4.0765317871211515,0,0,40,1,54.1,Medium
SEG103267,23.041987621155293,72.57087912522867,7,4.3343010888332465,0,2.925557969315192,0,0,50,1,69.2,Medium
SEG103268,23.052334820623265,72.58933935045233,7,4.270321498951223,4,8.305982117038992,1,2,20,1,61.2,Medium
SEG103269,23.007709885821182,72.55325671642187,15,7.816995193687025,0,4.939599342979319,0,1,30,0,80.1,Low
SEG103270,23.052782467054577,72.58590154588742,7,3.0101671295788512,3,1.3530758805525323,0,0,50,0,32.3,High
SEG103271,23.03271193769113,72.58969346567604,0,6.2276883390724205,3,2.01713745617789,1,2,40,1,31.5,High
SEG103272,23.035291322294977,72.53136785222972,23,8.929215850434725,2,2.9657907338768927,1,0,30,0,57.6,Medium
SEG103273,23.039045950797842,72.54556280945391,13,2.2151436509601217,2,4.031531746276798,1,0,50,0,54.5,Medium
SEG103274,23.038726538969502,72.57614104944979,16,6.199007300244572,2,5.926399017592025,0,1,60,1,64.4,Medium
SEG103275,23.045089610950214,72.57919479780017,19,9.479717800547842,0,9.64164980157036,1,1,40,1,98.6,Low
SEG103276,23.026590775824122,72.5555070952641,15,5.2979525495545445,2,2.6192864377240466,0,3,50,0,36.9,High
SEG103277,23.02933472231331,72.57268904983023,14,9.768977236971303,2,3.28403565707577,0,0,30,0,75.8,Low
SEG103278,23.017810485135488,72.56979031012854,19,3.1004604418479644,4,0.23952000496322956,0,1,40,1,31.0,High
SEG103279,23.005789167658072,72.57808537250406,7,5.642938926661981,0,3.725519550486797,1,1,30,0,74.9,Low
SEG103280,23.036555210500943,72.57671279780344,19,3.1103575120095286,0,6.750774662346926,1,2,80,0,63.1,Medium
SEG103281,23.001848548305244,72.53558160186938,17,0.03719425067400639,2,9.630612112504998,1,0,30,1,62.0,Medium
SEG103282,23.015159927809584,72.54028626176111,4,9.973081004456583,6,7.401895288534429,1,1,60,0,44.4,High
SEG103283,23.005182642544536,72.53862726457186,3,2.400600680372765,2,1.1799651266278077,1,0,40,0,29.8,High
SEG103284,23.01048999365275,72.59061120453978,21,9.731019852367316,2,8.900386022676331,0,0,40,0,64.9,Medium
SEG103285,23.035130200209355,72.58938027214295,21,6.530328266471271,2,8.386791288805627,1,1,40,0,61.5,Medium
SEG103286,23.03456621466127,72.5818317975238,23,9.039336089485726,1,1.8902244395724155,1,0,30,0,56.3,Medium
SEG103287,23.023158020214765,72.53758670644393,2,9.67202747053633,2,9.343428764847157,0,0,30,1,73.7,Low
SEG103288,23.00495945870692,72.56732764554478,21,5.67829206341983,3,7.140990444752396,0,1,30,0,51.0,Medium
SEG103289,23.023835565405268,72.54216999069584,20,9.996913443012582,2,7.828173390829324,0,2,50,1,73.3,Low
SEG103290,23.019400967952205,72.55394495594132,18,7.673299092753699,1,4.591396641676112,1,2,50,1,72.5,Low
SEG103291,23.039625253407078,72.54736093298143,11,5.238145560935735,2,2.0068369109666904,0,1,80,1,38.2,High
SEG103292,23.031846463450947,72.58388051379669,12,6.5494328419088585,1,7.991052145387682,1,0,20,0,85.1,Low
SEG103293,23.027036117203536,72.53938934096875,10,1.9427135732659928,2,4.774427447746456,0,3,50,1,45.3,Medium
SEG103294,23.026784014526775,72.57200164595966,0,0.11032621440349888,4,9.674303460867035,1,1,30,0,32.8,High
SEG103295,23.053146328799322,72.59395315314545,12,2.567893476071421,0,1.5333451907836004,1,0,40,1,61.6,Medium
SEG103296,23.04159618219369,72.57465854791148,5,4.349708617199069,3,3.5540351392619707,0,1,30,0,36.8,High
SEG103297,23.027333875825306,72.53515017678545,4,2.28052586861754,2,7.355470488013235,0,0,60,0,35.5,High
SEG103298,23.026357243708894,72.58901021762756,1,5.14035897986198,3,5.722816165052852,1,2,40,1,48.1,Medium
SEG103299,23.00145635057177,72.57180017904982,10,6.579441422246664,5,4.332750737411629,0,3,40,0,23.3,High
SEG103300,23.05183800948259,72.55966021367433,1,6.557938491000376,5,7.016105371732275,1,2,30,0,27.5,High
SEG103301,23.017554568447203,72.57288001110517,20,8.937644305331284,1,7.333510618875119,0,1,40,0,76.5,Low
SEG103302,23.01407664950344,72.58713788148071,21,9.663190964832097,2,5.77299013160008,0,1,20,0,56.3,Medium
SEG103303,23.05496749089632,72.5610132698145,19,8.906950133598885,1,3.1910339841901902,1,0,50,0,72.4,Low
SEG103304,23.03952793193275,72.5645358963828,7,6.201749593469261,2,6.187594539620703,0,2,40,1,63.6,Medium
SEG103305,23.00260500753146,72.55940908094917,3,2.0576415459112907,1,5.452425005217921,0,5,20,0,23.3,High
SEG103306,23.003403701236408,72.53471844271104,12,9.434511591699268,4,7.976560012015012,0,1,20,1,67.2,Medium
SEG103307,23.00140258601781,72.58115955825028,16,1.7486039476730653,0,6.534578452941441,0,3,30,0,49.7,Medium
SEG103308,23.032979039473208,72.53821676333672,0,1.5142738251046517,2,4.967717474821157,0,0,40,0,35.0,High
SEG103309,23.00393604750341,72.55564705066874,20,3.17569327905435,4,0.18704705221263107,1,1,30,0,38.5,High
SEG103310,23.05133635962647,72.5551434849645,10,5.736055613382883,2,1.6694031886839755,0,2,30,1,49.8,Medium
SEG103311,23.051529859701247,72.54820265148564,19,6.814726319858043,4,3.365942922527255,0,0,20,0,48.3,Medium
SEG103312,23.030032973671144,72.55616296318314,1,0.13292677345635995,0,6.013786256000327,1,0,30,0,48.1,Medium
SEG103313,23.033915141226778,72.57017059217486,10,7.780222717197502,1,7.923587519466777,1,1,40,0,66.7,Medium
SEG103314,23.01605419208389,72.5502401752935,10,1.7501954908724215,2,9.599541179271593,0,2,50,0,47.3,Medium
SEG103315,23.003518489832455,72.54121327595038,1,2.9648485151302117,2,5.998053941540261,0,2,30,0,36.1,High
SEG103316,23.04056032448555,72.58650888818298,16,3.220867257956516,3,7.28843995381312,1,4,40,0,34.7,High
SEG103317,23.005598229381196,72.59310412224072,22,3.324459988987425,2,6.214412049633365,1,2,40,1,44.1,High
SEG103318,23.004705670256012,72.55980794855196,12,7.603676022094713,0,4.302777227200989,1,1,30,1,76.9,Low
SEG103319,23.01711727100623,72.5512562813024,9,0.40944362202179563,5,6.096766866778845,1,0,80,1,43.4,High
SEG103320,23.000685611291082,72.53308633505559,15,1.9651781839231952,3,4.006729743748662,1,0,50,1,45.8,Medium
SEG103321,23.023871958866597,72.53239535013965,8,0.2231923115244816,2,4.536393878301567,0,0,40,1,47.1,Medium
